KEGG_CPD	KEGG_FORMULA	KEGG_EXACT_MASS
C16328	C39H62N7O18P3S	1041.3085
C16329	C39H64N7O19P3S	1059.3191
C16330	C39H62N7O19P3S	1057.3034
C16331	C37H60N7O18P3S	1015.2928
C16332	C37H58N7O18P3S	1013.2772
C16333	C37H60N7O19P3S	1031.2878
C16334	C37H58N7O19P3S	1029.2721
C16335	C35H56N7O18P3S	987.2615
C16336	C35H54N7O18P3S	985.2459
C16337	C35H56N7O19P3S	1003.2565
C16338	C35H54N7O19P3S	1001.2408
C16339	C33H52N7O18P3S	959.2302
C16340	C40H52	532.4069
C16348	C3H3ClO	89.9872
C16349	C36H37O17	741.2031
C16350	C36H37O18	757.198
C16351	C36H37O19	773.1929
C16352	C11H15N4O6	299.0992
C16353	C6H6N4O2	166.0491
C16354	C42H47O25	951.2406
C16355	C6H6N4O3	182.044
C16356	C7H8N4O3	196.0596
C16357	C6H6N4O2	166.0491
C16358	C6H6N4O2	166.0491
C16359	C6H6N4O3	182.044
C16360	C7H8N4O3	196.0596
C16361	C8H10N4O3	210.0753
C16362	C7H12N4O3	200.0909
C16365	C8H10N4O4	226.0702
C16367	C30H27O15	627.135
C16368	C30H27O12	579.1503
C16369	C30H27O14	611.1401
C16370	C30H27O14	611.1401
C16371	C36H37O18	757.198
C16372	C36H37O19	773.1929
C16373	C30H31O20	711.1409
C16374	C45H68N7O17P3S	1103.3605
C16375	C45H70N7O18P3S	1121.3711
C16376	C45H68N7O18P3S	1119.3554
C16387	C45H70N7O17P3S	1105.3762
C16388	C45H72N7O18P3S	1123.3867
C16389	C45H70N7O18P3S	1121.3711
C16390	C6H10O5	162.0528
C16396	C7H9N3O2	167.0695
C16399	C7H11N3O	153.0902
C16400	C7H11N3	137.0953
C16404	C15H12O4	256.0736
C16405	C16H14O6	302.079
C16407	C21H22O10	434.1213
C16408	C21H22O11	450.1162
C16409	C21H20O11	448.1006
C16410	C21H20O12	464.0955
C16415	C15H14O5	274.0841
C16416	C20H20O5	340.1311
C16417	C21H22O5	354.1467
C16420	C9H11N3O3	209.08
C16422	C22H24O11	464.1319
C16424	C15H24N5O13P3	575.0583
C16426	C15H23N5O10P2	495.092
C16432	C6H10N2O3	158.0691
C16453	C10H13N3O2	207.1008
C16461	C10H16O2	168.115
C16463	C20H24N10O14P2	690.0949
C16466	C30H48N7O18P3S	919.1989
C16468	C28H44N7O17P3S	875.1727
C16469	C28H46N7O18P3S	893.1833
C16470	C28H46N7O17P3S	877.1884
C16471	C28H44N7O18P3S	891.1676
C16472	C6H5FO2	128.0274
C16473	C6H5FO2	128.0274
C16474	C6H5FO4	160.0172
C16475	C6H5FO4	160.0172
C16476	C6H5FO4	160.0172
C16477	C6H5FO4	160.0172
C16478	C7H7FO4	174.0328
C16479	C7H7FO4	174.0328
C16480	C7H7FO4	174.0328
C16481	C7H7FO4	174.0328
C16482	C7H7FO4	174.0328
C16487	HF	20.0062
C16488	C12H24N2O7	308.1584
C16489	C12H25N2O10P	388.1247
C16502	C15H24O2	236.1776
C16503	C16H26O2	250.1933
C16504	C15H24O3	252.1725
C16505	C16H28O4	284.1988
C16506	C15H26O4	270.1831
C16516	C10H10N2OS	206.0514
C16517	C16H20N2O6S	368.1042
C16518	C13H15N3O3S	293.0834
C16519	C14H16O9	328.0794
C16520	C16H29OSR	
C16521	C5H8	68.0626
C16530	C41H72N7O17P3S	1059.3918
C16538	C6H12O5	164.0685
C16540	C35H34MgN4O6	630.2329
C16541	C35H32MgN4O6	628.2172
C16543	C28H30N4O6	518.2165
C16545	C26H29NO2	387.2198
C16546	C25H27NO	357.2093
C16547	C25H27NO2	373.2042
C16550	C5H12ClN2O2P	198.0325
C16551	C7H17Cl2N2O3P	278.0354
C16555	C5H12ClN2O2P	198.0325
C16560	C14H22N2O2	250.1681
C16561	C12H18N2O	206.1419
C16562	C20H41N7O5S	491.289
C16563	C30H56N10O10S2	780.3622
C16564	C30H54N10O10S2	778.3466
C16565	C8H21N3	159.1735
C16566	C18H36N6O5S	448.2468
C16567	C28H51N9O10S2	737.32
C16568	C28H49N9O10S2	735.3044
C16577	C24H29NO9	475.1842
C16578	C23H27NO9	461.1686
C16581	C5H7O5R	
C16583	C8H12O7	220.0583
C16586	C10H13NO3	195.0895
C16587	C10H11NO3	193.0739
C16591	C10H11NO4	209.0688
C16595	C10H11NO3	193.0739
C16596	C10H9NO3	191.0582
C16597	C8H12O7	220.0583
C16598	C9H14O7	234.074
C16600	C9H14O7	234.074
C16607	C20H21FN2O2	340.1587
C16608	C19H19FN2O	310.1481
C16609	C18H17FN2O	296.1325
C16610	C18H14FNO3	311.0958
C16612	C18H14FNO2	295.1009
C16613	C5H4N4O2S	184.0055
C16614	C6H6N4S	166.0313
C16615	C11H15N4O7PS	378.0399
C16618	C10H13N4O8PS	380.0192
C16619	C10H14N5O7PS	379.0352
C16620	C11H16N5O7PS	393.0508
C16622	C4H8N2O2	116.0586
C16630	C4H5FN2O2	132.0335
C16631	C4H7FN2O3	150.0441
C16632	C3H6FNO2	107.0383
C16633	C9H11FN2O6	262.0601
C16634	C9H12FN2O9P	342.0264
C16635	C9H12FN3O4	245.0812
C16636		
C16637	C5H11O7P	214.0242
C16638	C13H23NO15P2R2(C5H8O6PR)n	
C16639	C5H10O5	150.0528
C16641	C33H38N4O6	586.2791
C16643	C23H27NO9	461.1686
C16644	C10H14O4	198.0892
C16647	C6H13NO2	131.0946
C16663		
C16664		
C16667	C31H60O5	512.4441
C16669	C5H11O10P2R(C5H8O6PR)n-1	
C16672	C16H20N2O5S	352.1093
C16675	C7H9N5O	179.0807
C16676	C11H14N5O5R	
C16677	C20H28O3	316.2038
C16679	C20H28O3	316.2038
C16680	C20H28O3	316.2038
C16681	C20H28O	284.214
C16682	C20H30O	286.2297
C16684		
C16685		
C16687	C12H23O14P(C36H61O33P)n	
C16688	C12H23O14P	422.0825
C16689	C11H22O7P2(C4H6)n	
C16690	C10H16N3O6R	
C16691	C10H16N5O8P(C5H8O5PR)n(C5H8O5PR)n	
C16693	C8H10O2(C5H8)n	
C16695	C53H82O2	750.6315
C16698	C11H20NO11P	373.0774
C16699	C9H17O12P	348.0458
C16701	C15H17NO3	259.1208
C16702	C16H19NO3	273.1365
C16711	C11H7O3R	
C16715	C10H7NO3	189.0426
C16717	C26H32O9	488.2046
C16718	C26H32O9	488.2046
C16720	C13H19N5O4R2	
C16722	NH2R	
C16729	C16H10I4N2O4R2	
C16730	C16H11I3N2O4R2	
C16731	C10H8I2N2O3R2	
C16732	C10H9IN2O3R2	
C16733	C10H10N2O3R2	
C16734	C4H4N2O2R2	
C16736	HSR	
C16737	C6H10O6	178.0477
C16738	HSO4R	
C16739	C8H16N5O3R(C2H2NOR)n	
C16741	C6H14N2O3	162.1004
C16753	C17H14O6	314.079
C16756	C17H12O7	328.0583
C16775	C15H24	204.1878
C16776	C15H24	204.1878
C16789	C7H7N5O2	193.06
C16814	C15H24	204.1878
C16818	C25H42O	358.3236
C16825	C12H22O2	198.162
C16826	C15H28O7P2	382.131
C16827	C15H18O8	326.1002
C16828	C9H6O4	178.0266
C16829	C15H24	204.1878
C16830		
C16831	C12H14N2O2	218.1055
C16832	C8H16NOS2R	
C16834	C5H12O	88.0888
C16835	C4H6O2	86.0368
C16836	C11H20N2O2	212.1525
C16837	C6H12N2O2	144.0899
C16848	C6H11O8P	242.0192
C16849	C3H5O6P	167.9824
C16850	C7H13NO5	191.0794
C16884	C4H10O4	122.0579
C16930	C9H10O	134.0732
C16999	C19H18N4O7	414.1175
C17010	C14H16O7	296.0896
C17017	C14H14O7	294.074
C17022	C13H23NO15P2R2(C5H8O6PR)n	
C17023		
C17027	C22H36N3O12PR2(C5H8O6PR)n	
C17141	(C26H40N2O33S4)n	
C17142	(C26H40N2O36S5)n	
C17148	C30H48O3	456.3603
C17202	C20H36N2O3SR2	
C17204	C10H10N2O2	190.0742
C17205	C3H6O6S	169.9885
C17206	C5H4N2O3	140.0222
C17207	H2O(C6H10O5)n	
C17209	C6H10O5	162.0528
C17210	C7H12O5S	208.0405
C17211	C6H10O3S	162.0351
C17212	C7H12O5S	208.0405
C17213	C6H13NO2S	163.0667
C17214	C8H14O5S	222.0562
C17215	C8H14O5S	222.0562
C17216	C7H12O3S	176.0507
C17217	C7H15NO2S	177.0823
C17218	C9H16O5S	236.0718
C17219	C9H16O5S	236.0718
C17220	C8H14O3S	190.0664
C17221	C8H17NO2S	191.098
C17222	C10H18O5S	250.0875
C17223	C10H18O5S	250.0875
C17224	C9H16O3S	204.082
C17225	C9H19NO2S	205.1137
C17226	C11H20O5S	264.1031
C17227	C11H20O5S	264.1031
C17228	C10H18O3S	218.0977
C17229	C10H21NO2S	219.1293
C17230	C12H22O5S	278.1188
C17231	C12H22O5S	278.1188
C17233	C11H23NO2S	233.145
C17234	C4H7NO2	101.0477
C17237	C11H14N2O3S	254.0725
C17238	C11H14N2O4S	270.0674
C17239	C8H9NO2S	183.0354
C17240	C14H19NO7S	345.0882
C17241	C5H11NOS	133.0561
C17242	C8H16N2O3S2	252.0602
C17243	C5H11NOS2	165.0282
C17244	C11H21NO6S2	327.081
C17245	C6H13NOS	147.0718
C17246	C7H15NOS	161.0874
C17249	C8H17NOS	175.1031
C17251	C9H19NOS	189.1187
C17252	C15H29NO9S3	463.1004
C17253	C10H21NOS	203.1344
C17254	C16H31NO9S3	477.1161
C17259	C7H12NO6SR	
C17260	C7H12NO9S2R	
C17261	CH2NOSR	
C17267	C10H17N3O6S2	339.0559
C17276	C20H30O	286.2297
C17277	C15H24	204.1878
C17322	C9H13N2O8PS(C5H8O6PR)n(C5H8O6PR)n	
C17324	C10H14N5O7P(C5H8O6PR)n(C5H8O6PR)n	
C17325	C9H14N3O8P(C5H8O6PR)n(C5H8O6PR)n	
C17331	C27H44O3	416.329
C17332	C27H44O3	416.329
C17333	C27H44O3	416.329
C17335	C27H44O4	432.324
C17336	C27H44O3	416.329
C17337	C27H42O4	430.3083
C17339	C27H44O3	416.329
C17343	C48H80N7O20P3S	1199.4392
C17345	C48H80N7O19P3S	1183.4443
C17346	C48H80N7O19P3S	1183.4443
C17349	CH5N3	59.0483
C17351	C23H26N4O8	486.1751
C17352	C23H26N4O8	486.1751
C17355	C19H19N3O6	385.1274
C17366	C7H11NO4	173.0688
C17367	C7H9NO3	155.0582
C17378	C9H14NO2R	
C17401	C43H46CoN4O16	933.2241
C17432	C50H84O7P2	858.5692
C17467	C7H8O2	124.0524
C17500	C6H5NO	107.0371
C17509	C20H28N4O15P2(C5H8O5PR)n(C5H8O5PR)n	
C17510	C20H28N4O15P2(C5H8O5PR)n(C5H8O5PR)n	
C17513	C38H54O19	814.3259
C17530	C3H6O2	74.0368
C17541	C96H160N10O26P2	1931.098
C17542	C100H166N12O28P2	2045.141
C17550	C97H161N9O27P2	1946.0977
C17551	C11H14O2(C5H8)n	
C17552	C12H16O2(C5H8)n	
C17554	C12H14O4(C5H8)n	
C17556	C55H91O4P	846.6655
C17558	C55H90O	766.6992
C17559	C13H16O4(C5H8)n	
C17560	C12H14O3(C5H8)n	
C17561	C13H16O3(C5H8)n	
C17562	C13H16O4(C5H8)n	
C17568	C39H58O4	590.4335
C17569	C49H74O4	726.5587
C17570	C52H80O2	736.6158
C17580	C6H13NO4	163.0845
C17581	C6H11NO4	161.0688
C17582	C14H27N3O8	365.1798
C17583	C12H23N3O7	321.1536
C17586	C21H41N5O12	555.2752
C17587	C25H47N5O15	657.3069
C17588	C23H45N5O14	615.2963
C17589	C23H43N5O14	613.2807
C17591	C19H21NO4	327.1471
C17592	C20H25NO4	343.1784
C17621	C10H18O2	170.1307
C17622	C10H14O2	166.0994
C17627		
C17628		
C17658	C24H40O3	376.2977
C17691	C7H12O6	192.0634
C17692	C7H13O9P	272.0297
C17693	C7H13O9P	272.0297
C17694	C7H12O6	192.0634
C17696	C7H10O5	174.0528
C17697	C7H11O8P	254.0192
C17700	C14H25NO8	335.158
C17740	C32H44N7O19P3S	955.1626
C17741	C33H46N7O20P3S	985.1731
C17742	C20H18O5	338.1154
C17743	C19H16O4	308.1049
C17759	C16H20O9	356.1107
C17883	C9H10O2	150.0681
C17945	C10H15N3O12P2	431.0131
C17946	C4H5O7P	195.9773
C17947	C5H9O7P	212.0086
C17949	C6H12NO5P	209.0453
C17950	C12H22N3O7P	351.1195
C17951	C13H24N3O7P	365.1352
C17952	C7H14NO5P	223.061
C17953	C15H24O	220.1827
C17954	C15H22O	218.1671
C17955	C15H24O	220.1827
C17962	C4H10NO4P	167.0347
C17966	C30H50O	426.3862
C18000	C19H38N6O11	526.2599
C18001	C19H38N6O10	510.2649
C18004	C17H35N4O13P	534.1938
C18005	C26H48N6O15	684.3178
C18006	C5H8NO3SR	
C18007	C4H8NOSR	
C18008	C9H15N2O4SR	
C18009	C9H15N2O5SR	
C18011	C8H12O2	140.0837
C18012	C10H6O5	206.0215
C18013	C20H10O10	410.0274
C18014	C20H10O10	410.0274
C18015	C20H26O3	314.1882
C18016	C20H28O3	316.2038
C18017	C10H18O	154.1358
C18018	C10H16O	152.1201
C18019	C10H16O2	168.115
C18020	C10H18O2	170.1307
C18021	C35H36N4O5	592.2686
C18022	C35H38N4O7	626.2741
C18023	C20H20O5	340.1311
C18024	C20H20O6	356.126
C18025	C10H14O	150.1045
C18026	C26H42N7O19P3S	881.1469
C18027	C10H18O2	170.1307
C18028	C6H10O5	162.0528
C18032	C16H24N2O13P2	514.0754
C18033	C16H27N3O12P2	515.107
C18034	C18H31N3O12P2	543.1383
C18038	C21H32O3	332.2351
C18040	C21H32O3	332.2351
C18041	C21H34O2	318.2559
C18042	C21H36O2	320.2715
C18043	C27H46O4S	466.3117
C18044	C21H32O5S	396.197
C18045	C19H28O3	304.2038
C18046	C17H27N5O4SR2	
C18047	C18H26N5O6SR2	
C18048	C10H17N3O6	275.1117
C18049	C5H6NO3R	
C18050	C12H23O14P	422.0825
C18051	C10H20O7P2	314.0684
C18052	C10H20O7P2	314.0684
C18053	C25H28O6	424.1886
C18054	C10H11NO5	225.0637
C18055	C8H16NO9P	301.0563
C18059	C52H85N3O13P2	1021.5558
C18060	C8H16NO9P	301.0563
C18061	C5H8NO4R	
C18062	C14H17NO10	359.0852
C18063	C34H34N4O5	578.2529
C18064	C33H34N4O3	534.2631
C18066	C10H18O2	170.1307
C18067	C10H20O3	188.1412
C18068	C12H22O11	342.1162
C18075	C19H28O3	304.2038
C18076	C20H26N10O15P2	708.1054
C18083	C14H14O3	230.0943
C18091	C2H4NO2	74.0242
C18094	C14H22N2O16P2	536.0445
C18096	C6H13O9P	260.0297
C18098	C35H40N4O7	628.2897
C18131	C17H22O3	274.1569
C18132	C16H22O3	262.1569
C18136	C28H48N9O16P	797.2957
C18151	C55H72MgN4O6	908.5302
C18152	C35H36MgN4O5	616.2536
C18153	C35H38MgN4O6	634.2642
C18154	C35H36MgN4O6	632.2485
C18155	C35H36MgN4O6	632.2485
C18156	C35H34MgN4O6	630.2329
C18157	C33H32MgN4O3	556.2325
C18160	C30H26MgN4O4(R1)(R2)	
C18161	C31H28MgN4O4(R1)(R2)	
C18167	C20H26O6	362.1729
C18170	C5H9NO2	115.0633
C18172	C8H19N3O2	189.1477
C18174	C7H17N3O2	175.1321
C18195	C20H28O2	300.2089
C18196	C20H28O2	300.2089
C18211	C20H32	272.2504
C18217	C26H40O6	448.2825
C18218	C16H32O3	272.2351
C18223	C20H32	272.2504
C18224	C20H32	272.2504
C18225	C20H32	272.2504
C18226	C20H32	272.2504
C18228	C20H32	272.2504
C18229	C20H32	272.2504
C18231	C27H44O4	432.324
C18232	C5H5NO4	143.0219
C18233		
C18234		
C18235	C18H32N2O13S	516.1625
C18237	C10H12MoN5O8PS2	522.8919
C18239	C10H14N5O8P	363.058
C18240	C6H2Cl4O2	245.8809
C18241	C6H2Cl4O4	277.8707
C18242	C6HCl3O4	241.894
C18243	C6H3Cl3O5	259.9046
C18244	C6H6Cl2O5	227.9592
C18245	C15H26O	222.1984
C18246	C2H3Cl3	131.93
C18248	C2H5Cl	64.008
C18249	C16H12O2	236.0837
C18250	C16H10O2	234.0681
C18276	C20H14O2	286.0994
C18278	C20H12O2	284.0837
C18296	C22H22N2O9	458.1325
C18297	C22H21ClN2O7	460.1037
C18298	C22H21ClN2O8	476.0986
C18303	C7H6Cl2O4	223.9643
C18304	C7H5ClO4	187.9876
C18305	C7H7ClO5	205.9982
C18306	C7H8O5	172.0372
C18307	C7H10O5	174.0528
C18308	C7H6Cl2O4	223.9643
C18309	C7H5ClO4	187.9876
C18310	C7H7ClO5	205.9982
C18315	C7H7NO4	169.0375
C18316	C7H6O3	138.0317
C18321	C50H84O7P2	858.5692
C18323	C26H40N7O19P3S	879.1313
C18324	C26H42N7O19P3S	881.1469
C18325	C15H22N4O3	306.1692
C18337	C20H17O8SR	
C18345	C8H8O7	216.027
C18351	C6H7NO2	125.0477
C18448	CH3I	141.9279
C18472	C6H12N4O2	172.096
C18473	C6H14N4O3	190.1066
C18608	C10H11ClO3	214.0397
C18629	C20H16O7	368.0896
C18630	C21H16O8	396.0845
C18634	C30H35NO10	569.2261
C18635	C36H45NO13	699.2891
C18636	C16H26N2O14P2	532.0859
C18637	C42H55NO15	813.3572
C18638	C42H53NO15	811.3415
C18639	C42H51NO15	809.3259
C18640	C30H35NO11	585.221
C18641	C29H33NO11	571.2054
C18643	C18H31N3O13P2	559.1332
C18672	CH3Hg	216.9941
C18796	C5H9NO	99.0684
C18797	C2HNO(R1)(R2)	
C18799	C36H54N7O19P	919.3212
C18802	C35H52N7O19P	905.3056
C18846	C37H61NO11	695.4245
C18872	C3H9Se	124.9869
C18902	CH4O2Se	127.9377
C18910	C9H18N5O8P	355.0893
C18911	C6H13O7P	228.0399
C18933	C6Cl4O2	243.8652
C19033	CS2	75.9441
C19078	C14H21N3O11PR(C5H8O6PR)n	
C19079	C10H16O3	184.1099
C19080	C23H33N6O18P2R(C5H8O6PR)n	
C19081	C10H16O	152.1201
C19082	C10H18O2	170.1307
C19083	C10H16O2	168.115
C19084	C10H16O3	184.1099
C19085	C33H45N11O24P3R(C5H8O6PR)n	
C19151	C34H43N6O21P	902.2219
C19152	C24H29N4O15P	644.1367
C19153	C19H22N3O12P	515.0941
C19154	C16H17N3O7	363.1067
C19155	C13H19N5O13P2	515.0455
C19156	C3H7O6P	169.998
C19241	C34H59NO15	721.3885
C19418	C18H34O3	298.2508
C19459	C15H15N3O2	269.1164
C19488	C20H16	256.1252
C19489	C20H16O	272.1201
C19490	C20H18O2	290.1307
C19491	C5H11NO	101.0841
C19559	C20H18O3	306.1256
C19561	C20H16O	272.1201
C19562	C20H16O4S	352.0769
C19563	C10H13N3O3	223.0957
C19566	C10H13N3O3	223.0957
C19567	C9H9NO2	163.0633
C19569	C9H9NO3	179.0582
C19574	C10H15N3O2	209.1164
C19577	C10H15N3O3	225.1113
C19580	C10H15N3O3	225.1113
C19585	C17H12O7	328.0583
C19586	C17H12O7	328.0583
C19588	C17H14O8	346.0689
C19594	C17H12O8	344.0532
C19595	C17H12O7	328.0583
C19604	C20H16O	272.1201
C19605	C16H23N3O8	385.1485
C19606	C16H23N3O8	385.1485
C19607	C20H18O2	290.1307
C19609	Ni	57.9353
C19610	Mn	54.9381
C19611	Mn	54.9381
C19613	C18H30O3	294.2195
C19616	C18H34O3	298.2508
C19619	C15H24	204.1878
C19620	C18H34O4	314.2457
C19631	C9H9NO4	195.0532
C19645		
C19646		
C19669	C10H26N4	202.2157
C19670	C18H35NO	281.2719
C19671		
C19672		
C19673	C4H5O3SR	
C19674	C5H13O8P	232.0348
C19675	C3H8O5S	156.0092
C19676	C15H24O	220.1827
C19677	C15H22O	218.1671
C19678	C15H22O2	234.162
C19679	C6H10O6	178.0477
C19680	C8H10N2O	150.0793
C19681	C8H12N2O	152.095
C19682	C27H42N7O19P3S	893.1469
C19683	C27H42N7O18P3S	877.152
C19684	C28H40N7O18P3S	887.1363
C19685	C23H38N7O20P3S2	889.0826
C19686	C10H9NO5	223.0481
C19687	C11H11ClN2O2	238.0509
C19688	C11H9ClN2O2	236.0353
C19689	C10H18N4O5S	306.0998
C19690	C20H34N8O10S2	610.1839
C19691	C18H31NO2S	325.2076
C19692	H2Sn	121.9178
C19693	C29H20ClN7O11S3	773.0071
C19694	C6H11NO4	161.0688
C19695	H2O(C39H64N8O19)n	
C19696	H2O(C43H69N9O22)n	
C19697	HClO	51.9716
C19698	C22H13Cl2N3O4	453.0283
C19699	C20H9Cl2N3O2	393.0072
C19700	C26H19Cl2N3O7	555.06
C19701	C27H21Cl2N3O7	569.0757
C19702	C12H23NO10	341.1322
C19703	C15H28N2O11S	444.1414
C19704	C33H40N4O6	588.2948
C19705	C33H38N4O7	602.2741
C19706	C5H9NO3	131.0582
C19707	C14H14O4	246.0892
C19708	C15H24	204.1878
C19709	H2O(C10H17N5O4)n	
C19710	C4H7NO4(C10H17N5O4)n	
C19711	C15H24O	220.1827
C19712	C9H11NO3	181.0739
C19713	C10H19N5O5(C10H17N5O4)n	
C19714	C8H9NO	135.0684
C19715	C9H11NO4	197.0688
C19716	C11H12N2O3	220.0848
C19717	C11H12N2O4	236.0797
C19719	C6H12N2O4	176.0797
C19720	C34H55N7O24P2	1007.2774
C19721	C5H5NO3	127.0269
C19722	C9H14N3O8P(C5H8O6PR)n(C5H8O6PR)n	
C19723	C15H26N5O9P(C5H8O6PR)n(C5H8O6PR)n	
C19724	C45H60CoN5O13	937.352
C19725	C19H28N4O18P2	662.0874
C19726	C21H30O3	330.2195
C19727	C16H10O6	298.0477
C19728	C30H40O	416.3079
C19729	C10H12O2	164.0837
C19730	C20H24O2	296.1776
C19731	C10H16O2	168.115
C19732	C30H50O2	442.3811
C19733	C30H50O2	442.3811
C19734	C15H24	204.1878
C19735	C15H24	204.1878
C19736	C15H24	204.1878
C19737	C15H24	204.1878
C19738	C15H24	204.1878
C19739	C16H12O7	316.0583
C19740	C15H24	204.1878
C19741	C15H24	204.1878
C19742	C15H24	204.1878
C19743	C15H26O	222.1984
C19744	C15H26O	222.1984
C19745	C19H28N4O18P2	662.0874
C19746	C15H26O	222.1984
C19747	C15H24	204.1878
C19748	C15H24	204.1878
C19749	C15H24	204.1878
C19750	C12H10O2	186.0681
C19752	C15H24	204.1878
C19753	C15H24	204.1878
C19754	C15H24	204.1878
C19755	C15H26O	222.1984
C19756	C15H26O	222.1984
C19757	C8H14O2	142.0994
C19758	C12H22O10	326.1213
C19759	C40H58	538.4539
C19760	C15H28O7P2	382.131
C19761	C14H26NO14P	463.1091
C19762	C27H29O17	625.1405
C19763	C36H58O9	634.4081
C19764	C40H60	540.4695
C19765	C40H62	542.4852
C19766	C10H12FN5O3	269.0924
C19767	C16H20N2O2	272.1525
C19768	C10H12ClN5O3	285.0629
C19769	C11H17NO7	275.1005
C19770	C11H20NO11P	373.0774
C19771	C26H46N7O26P5S	1059.0901
C19772	C61H102O12P2	1088.6847
C19773	C12H22O11	342.1162
C19774	C17H31O18P	554.1248
C19775	C23H37FN7O17P3S	827.1164
C19776	C5H8O11P2R2	
C19777	C4H7NO2	101.0477
C19778	C5H11N3O	129.0902
C19779	C3H8N2O	88.0637
C19780	C5H10N2O2	130.0742
C19781	C5H10N2O	114.0793
C19782	C5H11N3O	129.0902
C19783	C5H10N2O2	130.0742
C19784	C14H25NO11	383.1428
C19785	C19H34N8O8	502.25
C19786	C19H36N8O9	520.2605
C19787	C11H14N4O4S	298.0736
C19788	C7H6N2O4	182.0328
C19789	C7H5NO5	183.0168
C19790	C12H11N4O2R	
C19791	C9H17O12P	348.0458
C19792	C9H16O9	268.0794
C19793	C15H27O17P	510.0986
C19794	C15H25N3O16P2	565.071
C19795	C40H58O	554.4488
C19797	C30H40	400.313
C19798	C30H36O2	428.2715
C19799	C12H24O17P2	502.0489
C19800	C13H12O2	200.0837
C19801	C30H50O	426.3862
C19802	C12H19N3O8R2	
C19803	C5H8N2O3R2	
C19804	C13H21N3O8R2	
C19805	C22H47NO5	405.3454
C19806	C6H8O6	176.0321
C19807	C18H16O7	344.0896
C19809	C6H12N2O	128.095
C19810	C20H32	272.2504
C19811	C29H39O2R	
C19812	C14H17OR	
C19813	C4H7NO5	149.0324
C19814	C20H32	272.2504
C19815	C20H36O7P2	450.1936
C19816	C20H32	272.2504
C19817	C20H34O	290.261
C19818	C10H16	136.1252
C19819	C30H50O	426.3862
C19820	C30H50O	426.3862
C19821	C6H8O4	144.0423
C19822	C6H8O4	144.0423
C19823	C17H25N3O16P2	589.071
C19824	C3H3N2O2R	
C19825	C3H3N2O2R	
C19826	C6H8O4	144.0423
C19827	C18H30O3	294.2195
C19828	C30H52O2	444.3967
C19829	C30H52O2	444.3967
C19830	C7H9NO3	155.0582
C19831	C7H9NO3	155.0582
C19832	C30H50O	426.3862
C19833	C30H50O	426.3862
C19834	C30H50	410.3913
C19835	C30H50O	426.3862
C19836	C20H36O7P2	450.1936
C19837	C9H7NO2	161.0477
C19838	C4H7NO5	149.0324
C19839	C30H40O	416.3079
C19840	C30H46	406.36
C19841	C30H44	404.3443
C19842	(C17H28N3O10R)n	
C19843	C10H19N5O5	289.1386
C19844	C8H10Cl2O2	208.0058
C19845	C7H11O3SR	
C19846	C8H13O3SR	
C19847	C15H16O2(C5H8)n	
C19848	C20H26N10O12P2S2	724.0648
C19850	C20H38N3O16P	607.199
C19852	C55H92O7P2	926.6318
C19853	C15H28O7P2(C5H8)n	
C19854	C79H130O28P2	1588.8224
C19855	C73H122O22P2	1412.7903
C19856	C67H112O17P2	1250.7375
C19857	C85H140O33P2	1750.8752
C19858	C12H16O3(C5H8)n	
C19859	C13H18O3(C5H8)n	
C19861		
C19862		
C19863	C30H52O2	444.3967
C19864	C21H20Cl2O3	390.079
C19865	C42H68O14	796.4609
C19867	C26H34O9	490.2203
C19868	C32H44O14	652.2731
C19869	C32H44O14	652.2731
C19870	C88H142O35P2	1820.8807
C19871	C20H24MoN10O15P2S2	867.9393
C19875	C92H166N2O44P2	2065.0289
C19876	C100H178N2O51P2	2285.0872
C19877	C76H143N2O33P3	1704.8786
C19878	C7H15O10P	290.0403
C19879	C7H16O13P2	370.0066
C19880	C7H15O10P	290.0403
C19881	C17H27N5O17P2	635.0877
C19882	C7H15O10P	290.0403
C19883	C89H163N3O40P2	1976.0288
C19884	C73H139N3O26P2	1535.9122
C19885	C5H8NO4R	
C19886	C11H17N2O7R	
C19890	C115H211N3O42P2	2368.3942
C19891	C6H12O6	180.0634
C19892	C35H46O	482.3549
C19893	C15H26O	222.1984
C19894	C40H60O2	572.4593
C19895	C16H14O3	254.0943
C19896	C15H12O3	240.0786
C19907	C4H5N	67.0422
C19908	C15H24	204.1878
C19909	C11H19NO9	309.106
C19910	C11H19NO9	309.106
C19911	C4H7NO4	133.0375
C19918	C30H50O	426.3862
C19929	C6H12N2O3	160.0848
C19931	C21H24N2O3	352.1787
C19932	C21H22N2O3	350.163
C19933	C18H24O4	304.1675
C19934	C18H22O4	302.1518
C19935	N3	42.0092
C19936	C18H30O4	310.2144
C19937	C18H32O4	312.2301
C19938	C15H24O	220.1827
C19939	C15H22O	218.1671
C19942	C30H50O2	442.3811
C19943	C30H48O2	440.3654
C19944	C19H24O3	300.1725
C19945	C29H44N7O20P3S	935.1575
C19946	C29H44N7O19P3S	919.1626
C19947	C16H27N3O14P2	547.0968
C19948	C18H31N3O14P2	575.1281
C19960	C16H24N2O15P2	546.0652
C19961	C17H28N4O15P2	590.1026
C19962	C20H30O	286.2297
C19963	C20H34O	290.261
C19964	C20H34O	290.261
C19965	C24H38O20	646.1956
C19966	C18H32O15	488.1741
C19967	C10H16N5O14P3	522.9907
C19968	C10H14N5O8P	363.058
